오분류 패턴: Disengaged(Calm) → Disengaged(Sleepy)
케이스 수: 3483개
비율: 2.53%
 579. 02-04-78--1-25-23082700000104-03-50
 580. 02-04-78--1-25-23082700000104-03-51
 581. 02-04-78--1-25-23082700000104-03-52
 582. 02-04-78--1-25-23082700000104-03-53
 583. 02-04-78--1-25-23082700000104-03-54
 584. 02-04-78--1-25-23082700000104-03-55
 585. 02-04-78--1-25-23082700000104-03-56
 586. 02-04-78--1-25-23082700000104-03-57
 587. 02-04-78--1-25-23082700000104-03-58
 588. 02-04-78--1-25-23082700000104-03-59
 589. 02-04-78--1-25-23082700000104-03-6
 590. 02-04-78--1-25-23082700000104-03-60
 591. 02-04-78--1-25-23082700000104-03-61
 592. 02-04-78--1-25-23082700000104-03-62
 593. 02-04-78--1-25-23082700000104-03-63
 594. 02-04-78--1-25-23082700000104-03-64
 595. 02-04-78--1-25-23082700000104-03-65
 596. 02-04-78--1-25-23082700000104-03-66
 597. 02-04-78--1-25-23082700000104-03-67
 598. 02-04-78--1-25-23082700000104-03-68
 599. 02-04-78--1-25-23082700000104-03-69
 600. 02-04-78--1-25-23082700000104-03-70
 601. 02-04-78--1-25-23082700000104-03-71
 602. 02-04-78--1-25-23082700000104-03-72
 603. 02-04-78--1-25-23082700000104-03-73
 604. 02-04-78--1-25-23082700000104-03-74
 605. 02-04-78--1-25-23082700000104-03-75
 606. 02-04-78--1-25-23082700000104-03-76
 607. 02-04-78--1-25-23082700000104-03-77
 608. 02-04-78--1-25-23082700000104-03-78
 609. 02-04-78--1-25-23082700000104-03-79
 610. 02-04-78--1-25-23082700000104-03-8
 611. 02-04-78--1-25-23082700000104-03-80
 612. 02-04-78--1-25-23082700000104-03-81
 613. 02-04-78--1-25-23082700000104-03-82
 614. 02-04-78--1-25-23082700000104-03-83
 615. 02-04-78--1-25-23082700000104-03-84
 616. 02-04-78--1-25-23082700000104-03-85
 617. 02-04-78--1-25-23082700000104-03-86
 618. 02-04-78--1-25-23082700000104-03-87
 619. 02-04-78--1-25-23082700000104-03-89
 620. 02-04-78--1-25-23082700000104-03-9
 621. 02-04-78--1-25-23082700000104-03-90
 622. 02-04-78--1-25-23082700000104-03-91
 623. 02-04-78--1-25-23082700000104-03-93
 624. 02-04-78--1-25-23082700000104-03-94
 625. 02-04-78--1-25-23082700000104-03-95
 626. 02-04-78--1-25-23082700000104-03-98
 627. 02-04-78--1-25-23090600000023-03-1
 628. 02-04-78--1-25-23090600000023-03-101
 629. 02-04-78--1-25-23090600000023-03-102
 630. 02-04-78--1-25-23090600000023-03-103
 631. 02-04-78--1-25-23090600000023-03-104
 632. 02-04-78--1-25-23090600000023-03-105
 633. 02-04-78--1-25-23090600000023-03-106
 634. 02-04-78--1-25-23090600000023-03-12
 635. 02-04-78--1-25-23090600000023-03-13
 636. 02-04-78--1-25-23090600000023-03-160
 637. 02-04-78--1-25-23090600000023-03-204
 638. 02-04-78--1-25-23090600000023-03-45
 639. 02-04-78--1-25-23090600000023-03-60
 640. 02-04-78--1-25-23090600000033-03-10
 641. 02-04-78--1-25-23090600000033-03-113
 642. 02-04-78--1-25-23090600000033-03-119
 643. 02-04-78--1-25-23090600000033-03-120
 644. 02-04-78--1-25-23090600000033-03-122
 645. 02-04-78--1-25-23090600000033-03-129
 646. 02-04-78--1-25-23090600000033-03-13
 647. 02-04-78--1-25-23090600000033-03-135
 648. 02-04-78--1-25-23090600000033-03-136
 649. 02-04-78--1-25-23090600000033-03-137
 650. 02-04-78--1-25-23090600000033-03-14
 651. 02-04-78--1-25-23090600000033-03-141
 652. 02-04-78--1-25-23090600000033-03-143
 653. 02-04-78--1-25-23090600000033-03-147
 654. 02-04-78--1-25-23090600000033-03-149
 655. 02-04-78--1-25-23090600000033-03-15
 656. 02-04-78--1-25-23090600000033-03-150
 657. 02-04-78--1-25-23090600000033-03-151
 658. 02-04-78--1-25-23090600000033-03-152
 659. 02-04-78--1-25-23090600000033-03-153
 660. 02-04-78--1-25-23090600000033-03-156
 661. 02-04-78--1-25-23090600000033-03-157
 662. 02-04-78--1-25-23090600000033-03-158
 663. 02-04-78--1-25-23090600000033-03-159
 664. 02-04-78--1-25-23090600000033-03-160
 665. 02-04-78--1-25-23090600000033-03-162
 666. 02-04-78--1-25-23090600000033-03-163
 667. 02-04-78--1-25-23090600000033-03-168
 668. 02-04-78--1-25-23090600000033-03-169
 669. 02-04-78--1-25-23090600000033-03-17
 670. 02-04-78--1-25-23090600000033-03-175
 671. 02-04-78--1-25-23090600000033-03-181
 672. 02-04-78--1-25-23090600000033-03-183
 673. 02-04-78--1-25-23090600000033-03-185
 674. 02-04-78--1-25-23090600000033-03-187
 675. 02-04-78--1-25-23090600000033-03-188
 676. 02-04-78--1-25-23090600000033-03-189
 677. 02-04-78--1-25-23090600000033-03-190
 678. 02-04-78--1-25-23090600000033-03-191
 679. 02-04-78--1-25-23090600000033-03-197
 680. 02-04-78--1-25-23090600000033-03-198
 681. 02-04-78--1-25-23090600000033-03-199
 682. 02-04-78--1-25-23090600000033-03-20
 683. 02-04-78--1-25-23090600000033-03-201
 684. 02-04-78--1-25-23090600000033-03-21
 685. 02-04-78--1-25-23090600000033-03-212
 686. 02-04-78--1-25-23090600000033-03-213
 687. 02-04-78--1-25-23090600000033-03-25
 688. 02-04-78--1-25-23090600000033-03-27
 689. 02-04-78--1-25-23090600000033-03-28
 690. 02-04-78--1-25-23090600000033-03-3
 691. 02-04-78--1-25-23090600000033-03-30
 692. 02-04-78--1-25-23090600000033-03-37
 693. 02-04-78--1-25-23090600000033-03-38
 694. 02-04-78--1-25-23090600000033-03-4
 695. 02-04-78--1-25-23090600000033-03-41
 696. 02-04-78--1-25-23090600000033-03-46
 697. 02-04-78--1-25-23090600000033-03-49
 698. 02-04-78--1-25-23090600000033-03-5
 699. 02-04-78--1-25-23090600000033-03-56
 700. 02-04-78--1-25-23090600000033-03-59
 701. 02-04-78--1-25-23090600000033-03-6
 702. 02-04-78--1-25-23090600000033-03-67
 703. 02-04-78--1-25-23090600000033-03-68
 704. 02-04-78--1-25-23090600000033-03-71
 705. 02-04-78--1-25-23090600000033-03-73
 706. 02-04-78--1-25-23090600000033-03-79
 707. 02-04-78--1-25-23090600000033-03-8
 708. 02-04-78--1-25-23090600000033-03-83
 709. 02-04-78--1-25-23090600000033-03-86
 710. 02-04-78--1-25-23090600000033-03-87
 711. 02-04-78--1-25-23090600000033-03-88
 712. 02-04-78--1-25-23100600000039-03-11
 713. 02-04-78--1-25-23100600000039-03-133
 714. 02-04-78--1-25-23100600000039-03-140
 715. 02-04-78--1-25-23100600000039-03-164
 716. 02-04-78--1-25-23100600000039-03-165
 717. 02-04-78--1-25-23100600000039-03-190
 718. 02-04-78--1-25-23100600000039-03-200
 719. 02-04-78--1-25-23100600000039-03-204
 720. 02-04-78--1-25-23101300000009-03-63
 721. 02-04-78--1-25-23101300000009-03-70
 722. 02-04-78--1-25-23101300000009-03-71
 723. 02-04-78--1-26-23090800000029-03-10
 724. 02-04-78--1-26-23090800000029-03-115
 725. 02-04-78--1-26-23090800000029-03-118
 726. 02-04-78--1-26-23090800000029-03-119
 727. 02-04-78--1-26-23090800000029-03-134
 728. 02-04-78--1-26-23090800000029-03-136
 729. 02-04-78--1-26-23090800000029-03-137
 730. 02-04-78--1-26-23090800000029-03-138
 731. 02-04-78--1-26-23090800000029-03-139
 732. 02-04-78--1-26-23090800000029-03-14
 733. 02-04-78--1-26-23090800000029-03-140
 734. 02-04-78--1-26-23090800000029-03-141
 735. 02-04-78--1-26-23090800000029-03-142
 736. 02-04-78--1-26-23090800000029-03-143
 737. 02-04-78--1-26-23090800000029-03-145
 738. 02-04-78--1-26-23090800000029-03-147
 739. 02-04-78--1-26-23090800000029-03-148
 740. 02-04-78--1-26-23090800000029-03-15
 741. 02-04-78--1-26-23090800000029-03-151
 742. 02-04-78--1-26-23090800000029-03-152
 743. 02-04-78--1-26-23090800000029-03-16
 744. 02-04-78--1-26-23090800000029-03-167
 745. 02-04-78--1-26-23090800000029-03-169
 746. 02-04-78--1-26-23090800000029-03-17
 747. 02-04-78--1-26-23090800000029-03-172
 748. 02-04-78--1-26-23090800000029-03-174
 749. 02-04-78--1-26-23090800000029-03-175
 750. 02-04-78--1-26-23090800000029-03-18
 751. 02-04-78--1-26-23090800000029-03-181
 752. 02-04-78--1-26-23090800000029-03-182
 753. 02-04-78--1-26-23090800000029-03-183
 754. 02-04-78--1-26-23090800000029-03-184
 755. 02-04-78--1-26-23090800000029-03-189
 756. 02-04-78--1-26-23090800000029-03-19
 757. 02-04-78--1-26-23090800000029-03-191
 758. 02-04-78--1-26-23090800000029-03-192
 759. 02-04-78--1-26-23090800000029-03-194
 760. 02-04-78--1-26-23090800000029-03-195
 761. 02-04-78--1-26-23090800000029-03-198
 762. 02-04-78--1-26-23090800000029-03-22
 763. 02-04-78--1-26-23090800000029-03-23
 764. 02-04-78--1-26-23090800000029-03-24
 765. 02-04-78--1-26-23090800000029-03-26
 766. 02-04-78--1-26-23090800000029-03-28
 767. 02-04-78--1-26-23090800000029-03-30
 768. 02-04-78--1-26-23090800000029-03-31
 769. 02-04-78--1-26-23090800000029-03-32
 770. 02-04-78--1-26-23090800000029-03-33
 771. 02-04-78--1-26-23090800000029-03-35
 772. 02-04-78--1-26-23090800000029-03-39
 773. 02-04-78--1-26-23090800000029-03-4
 774. 02-04-78--1-26-23090800000029-03-40
 775. 02-04-78--1-26-23090800000029-03-41
 776. 02-04-78--1-26-23090800000029-03-44
 777. 02-04-78--1-26-23090800000029-03-46
 778. 02-04-78--1-26-23090800000029-03-5
 779. 02-04-78--1-26-23090800000029-03-53
 780. 02-04-78--1-26-23090800000029-03-54
 781. 02-04-78--1-26-23090800000029-03-55
 782. 02-04-78--1-26-23090800000029-03-56
 783. 02-04-78--1-26-23090800000029-03-57
 784. 02-04-78--1-26-23090800000029-03-58
 785. 02-04-78--1-26-23090800000029-03-59
 786. 02-04-78--1-26-23090800000029-03-60
 787. 02-04-78--1-26-23090800000029-03-61
 788. 02-04-78--1-26-23090800000029-03-62
 789. 02-04-78--1-26-23090800000029-03-63
 790. 02-04-78--1-26-23090800000029-03-64
 791. 02-04-78--1-26-23090800000029-03-65
 792. 02-04-78--1-26-23090800000029-03-66
 793. 02-04-78--1-26-23090800000029-03-67
 794. 02-04-78--1-26-23090800000029-03-68
 795. 02-04-78--1-26-23090800000029-03-69
 796. 02-04-78--1-26-23090800000029-03-7
 797. 02-04-78--1-26-23090800000029-03-75
 798. 02-04-78--1-26-23090800000029-03-76
 799. 02-04-78--1-26-23090800000029-03-92
 800. 02-04-78--1-26-23090800000029-03-99
 801. 02-04-78--1-27-23082700000327-03-121
 802. 02-04-78--1-27-23082700000327-03-145
 803. 02-04-78--1-27-23082700000327-03-146
 804. 02-04-78--1-27-23082700000327-03-174
 805. 02-04-78--1-27-23082700000327-03-186
 806. 02-04-78--1-27-23082700000327-03-198
 807. 02-04-78--1-27-23082700000327-03-200
 808. 02-04-78--1-27-23082700000327-03-201
 809. 02-04-78--1-27-23082700000327-03-202
 810. 02-04-78--1-27-23082700000327-03-59
 811. 02-04-78--1-27-23091200000037-03-0
 812. 02-04-78--1-27-23091200000037-03-10
 813. 02-04-78--1-27-23091200000037-03-12
 814. 02-04-78--1-27-23091200000037-03-2
 815. 02-04-78--1-27-23091200000037-03-24
 816. 02-04-78--1-27-23091200000037-03-25
 817. 02-04-78--1-27-23091200000037-03-30
 818. 02-04-78--1-27-23091200000037-03-31
 819. 02-04-78--1-27-23091200000037-03-33
 820. 02-04-78--1-27-23091200000037-03-34
 821. 02-04-78--1-27-23091200000037-03-40
 822. 02-04-78--1-27-23091200000037-03-43
 823. 02-04-78--1-27-23091200000037-03-44
 824. 02-04-78--1-27-23091200000037-03-46
 825. 02-04-78--1-27-23091200000037-03-5
 826. 02-04-78--1-27-23091200000037-03-50
 827. 02-04-78--1-27-23091200000037-03-52
 828. 02-04-78--1-27-23091200000037-03-59
 829. 02-04-78--1-27-23091200000037-03-60
 830. 02-04-78--1-27-23091200000037-03-65
 831. 02-04-78--1-27-23091200000037-03-69
 832. 02-04-78--1-27-23091200000037-03-7
 833. 02-04-78--1-27-23091200000037-03-81
 834. 02-04-78--1-27-23091200000037-03-9
 835. 02-04-78--1-27-23092000000029-03-151
 836. 02-04-78--2-20-23100600000045-03-0
 837. 02-04-78--2-20-23100600000045-03-1
 838. 02-04-78--2-20-23100600000045-03-10
 839. 02-04-78--2-20-23100600000045-03-105
 840. 02-04-78--2-20-23100600000045-03-106
 841. 02-04-78--2-20-23100600000045-03-11
 842. 02-04-78--2-20-23100600000045-03-126
 843. 02-04-78--2-20-23100600000045-03-129
 844. 02-04-78--2-20-23100600000045-03-13
 845. 02-04-78--2-20-23100600000045-03-130
 846. 02-04-78--2-20-23100600000045-03-132
 847. 02-04-78--2-20-23100600000045-03-14
 848. 02-04-78--2-20-23100600000045-03-15
 849. 02-04-78--2-20-23100600000045-03-154
 850. 02-04-78--2-20-23100600000045-03-156
 851. 02-04-78--2-20-23100600000045-03-157
 852. 02-04-78--2-20-23100600000045-03-16
 853. 02-04-78--2-20-23100600000045-03-167
 854. 02-04-78--2-20-23100600000045-03-17
 855. 02-04-78--2-20-23100600000045-03-173
 856. 02-04-78--2-20-23100600000045-03-174
 857. 02-04-78--2-20-23100600000045-03-175
 858. 02-04-78--2-20-23100600000045-03-177
 859. 02-04-78--2-20-23100600000045-03-18
 860. 02-04-78--2-20-23100600000045-03-180
 861. 02-04-78--2-20-23100600000045-03-181
 862. 02-04-78--2-20-23100600000045-03-19
 863. 02-04-78--2-20-23100600000045-03-191
 864. 02-04-78--2-20-23100600000045-03-193
 865. 02-04-78--2-20-23100600000045-03-2
 866. 02-04-78--2-20-23100600000045-03-20
 867. 02-04-78--2-20-23100600000045-03-202
 868. 02-04-78--2-20-23100600000045-03-21
 869. 02-04-78--2-20-23100600000045-03-213
 870. 02-04-78--2-20-23100600000045-03-22
 871. 02-04-78--2-20-23100600000045-03-23
 872. 02-04-78--2-20-23100600000045-03-24
 873. 02-04-78--2-20-23100600000045-03-3
 874. 02-04-78--2-20-23100600000045-03-34
 875. 02-04-78--2-20-23100600000045-03-35
 876. 02-04-78--2-20-23100600000045-03-36
 877. 02-04-78--2-20-23100600000045-03-37
 878. 02-04-78--2-20-23100600000045-03-38
 879. 02-04-78--2-20-23100600000045-03-39
 880. 02-04-78--2-20-23100600000045-03-4
 881. 02-04-78--2-20-23100600000045-03-40
 882. 02-04-78--2-20-23100600000045-03-43
 883. 02-04-78--2-20-23100600000045-03-5
 884. 02-04-78--2-20-23100600000045-03-55
 885. 02-04-78--2-20-23100600000045-03-6
 886. 02-04-78--2-20-23100600000045-03-63
 887. 02-04-78--2-20-23100600000045-03-64
 888. 02-04-78--2-20-23100600000045-03-69
 889. 02-04-78--2-20-23100600000045-03-79
 890. 02-04-78--2-20-23100600000045-03-84
 891. 02-04-78--2-20-23100600000045-03-9
 892. 02-04-78--2-20-23100600000045-03-95
 893. 02-04-78--2-21-23090800000046-03-120
 894. 02-04-78--2-21-23090800000046-03-132
 895. 02-04-78--2-21-23090800000046-03-84
 896. 02-04-78--2-21-23101100000035-03-10
 897. 02-04-78--2-21-23101100000035-03-100
 898. 02-04-78--2-21-23101100000035-03-104
 899. 02-04-78--2-21-23101100000035-03-106
 900. 02-04-78--2-21-23101100000035-03-109
 901. 02-04-78--2-21-23101100000035-03-11
 902. 02-04-78--2-21-23101100000035-03-111
 903. 02-04-78--2-21-23101100000035-03-112
 904. 02-04-78--2-21-23101100000035-03-113
 905. 02-04-78--2-21-23101100000035-03-117
 906. 02-04-78--2-21-23101100000035-03-12
 907. 02-04-78--2-21-23101100000035-03-123
 908. 02-04-78--2-21-23101100000035-03-124
 909. 02-04-78--2-21-23101100000035-03-126
 910. 02-04-78--2-21-23101100000035-03-127
 911. 02-04-78--2-21-23101100000035-03-129
 912. 02-04-78--2-21-23101100000035-03-13
 913. 02-04-78--2-21-23101100000035-03-130
 914. 02-04-78--2-21-23101100000035-03-131
 915. 02-04-78--2-21-23101100000035-03-132
 916. 02-04-78--2-21-23101100000035-03-134
 917. 02-04-78--2-21-23101100000035-03-14
 918. 02-04-78--2-21-23101100000035-03-15
 919. 02-04-78--2-21-23101100000035-03-176
 920. 02-04-78--2-21-23101100000035-03-36
 921. 02-04-78--2-21-23101100000035-03-37
 922. 02-04-78--2-21-23101100000035-03-4
 923. 02-04-78--2-21-23101100000035-03-41
 924. 02-04-78--2-21-23101100000035-03-42
 925. 02-04-78--2-21-23101100000035-03-43
 926. 02-04-78--2-21-23101100000035-03-5
 927. 02-04-78--2-21-23101100000035-03-61
 928. 02-04-78--2-21-23101100000035-03-7
 929. 02-04-78--2-21-23101100000035-03-8
 930. 02-04-78--2-21-23101100000035-03-9
 931. 02-04-78--2-22-23091300000029-03-174
 932. 02-04-78--2-22-23091300000029-03-179
 933. 02-04-78--2-22-23091300000029-03-181
 934. 02-04-78--2-22-23091300000029-03-183
 935. 02-04-78--2-22-23091300000029-03-184
 936. 02-04-78--2-22-23091300000029-03-190
 937. 02-04-78--2-22-23091300000029-03-30
 938. 02-04-78--2-22-23091300000029-03-46
 939. 02-04-78--2-22-23092200000018-03-110
 940. 02-04-78--2-22-23092200000018-03-144
 941. 02-04-78--2-22-23092200000018-03-154
 942. 02-04-78--2-22-23092200000018-03-214
 943. 02-04-78--2-22-23092200000018-03-67
 944. 02-04-78--2-23-23101500000012-03-121
 945. 02-04-78--2-23-23101500000012-03-23
 946. 02-04-78--2-23-23101500000012-03-24
 947. 02-04-78--2-23-23101500000012-03-48
 948. 02-04-78--2-23-23101500000012-03-5
 949. 02-04-78--2-23-23101500000012-03-7
 950. 02-04-78--2-23-23101500000012-03-80
 951. 02-04-78--2-23-23101500000012-03-82
 952. 02-04-78--2-24-23091300000054-03-100
 953. 02-04-78--2-24-23091300000054-03-101
 954. 02-04-78--2-24-23091300000054-03-102
 955. 02-04-78--2-24-23091300000054-03-103
 956. 02-04-78--2-24-23091300000054-03-104
 957. 02-04-78--2-24-23091300000054-03-105
 958. 02-04-78--2-24-23091300000054-03-106
 959. 02-04-78--2-24-23091300000054-03-107
 960. 02-04-78--2-24-23091300000054-03-109
 961. 02-04-78--2-24-23091300000054-03-110
 962. 02-04-78--2-24-23091300000054-03-111
 963. 02-04-78--2-24-23091300000054-03-112
 964. 02-04-78--2-24-23091300000054-03-113
 965. 02-04-78--2-24-23091300000054-03-114
 966. 02-04-78--2-24-23091300000054-03-115
 967. 02-04-78--2-24-23091300000054-03-116
 968. 02-04-78--2-24-23091300000054-03-117
 969. 02-04-78--2-24-23091300000054-03-118
 970. 02-04-78--2-24-23091300000054-03-119
 971. 02-04-78--2-24-23091300000054-03-121
 972. 02-04-78--2-24-23091300000054-03-123
 973. 02-04-78--2-24-23091300000054-03-124
 974. 02-04-78--2-24-23091300000054-03-125
 975. 02-04-78--2-24-23091300000054-03-126
 976. 02-04-78--2-24-23091300000054-03-128
 977. 02-04-78--2-24-23091300000054-03-129
 978. 02-04-78--2-24-23091300000054-03-130
 979. 02-04-78--2-24-23091300000054-03-131
 980. 02-04-78--2-24-23091300000054-03-132
 981. 02-04-78--2-24-23091300000054-03-133
 982. 02-04-78--2-24-23091300000054-03-134
 983. 02-04-78--2-24-23091300000054-03-135
 984. 02-04-78--2-24-23091300000054-03-136
 985. 02-04-78--2-24-23091300000054-03-137
 986. 02-04-78--2-24-23091300000054-03-138
 987. 02-04-78--2-24-23091300000054-03-141
 988. 02-04-78--2-24-23091300000054-03-143
 989. 02-04-78--2-24-23091300000054-03-145
 990. 02-04-78--2-24-23091300000054-03-2
 991. 02-04-78--2-24-23091300000054-03-22
 992. 02-04-78--2-24-23091300000054-03-26
 993. 02-04-78--2-24-23091300000054-03-28
 994. 02-04-78--2-24-23091300000054-03-3
 995. 02-04-78--2-24-23091300000054-03-31
 996. 02-04-78--2-24-23091300000054-03-37
 997. 02-04-78--2-24-23091300000054-03-38
 998. 02-04-78--2-24-23091300000054-03-4
 999. 02-04-78--2-24-23091300000054-03-40
1000. 02-04-78--2-24-23091300000054-03-50
1001. 02-04-78--2-24-23091300000054-03-58
1002. 02-04-78--2-24-23091300000054-03-66
1003. 02-04-78--2-24-23091300000054-03-70
1004. 02-04-78--2-24-23091300000054-03-72
1005. 02-04-78--2-24-23091300000054-03-73
1006. 02-04-78--2-24-23091300000054-03-75
1007. 02-04-78--2-24-23091300000054-03-76
1008. 02-04-78--2-24-23091300000054-03-77
1009. 02-04-78--2-24-23091300000054-03-78
1010. 02-04-78--2-24-23091300000054-03-79
1011. 02-04-78--2-24-23091300000054-03-8
1012. 02-04-78--2-24-23091300000054-03-80
1013. 02-04-78--2-24-23091300000054-03-83
1014. 02-04-78--2-24-23091300000054-03-85
1015. 02-04-78--2-24-23091300000054-03-86
1016. 02-04-78--2-24-23091300000054-03-87
1017. 02-04-78--2-24-23091300000054-03-88
1018. 02-04-78--2-24-23091300000054-03-89
1019. 02-04-78--2-24-23091300000054-03-90
1020. 02-04-78--2-24-23091300000054-03-91
1021. 02-04-78--2-24-23091300000054-03-92
1022. 02-04-78--2-24-23091300000054-03-93
1023. 02-04-78--2-24-23091300000054-03-94
1024. 02-04-78--2-24-23091300000054-03-95
1025. 02-04-78--2-24-23091300000054-03-97
1026. 02-04-78--2-24-23091300000054-03-99
1027. 02-04-78--2-29-23082700000075-03-0
1028. 02-04-78--2-29-23082700000075-03-1
1029. 02-04-78--2-29-23082700000075-03-10
1030. 02-04-78--2-29-23082700000075-03-100
1031. 02-04-78--2-29-23082700000075-03-101
1032. 02-04-78--2-29-23082700000075-03-102
1033. 02-04-78--2-29-23082700000075-03-103
1034. 02-04-78--2-29-23082700000075-03-104
1035. 02-04-78--2-29-23082700000075-03-105
1036. 02-04-78--2-29-23082700000075-03-108
1037. 02-04-78--2-29-23082700000075-03-11
1038. 02-04-78--2-29-23082700000075-03-13
1039. 02-04-78--2-29-23082700000075-03-132
1040. 02-04-78--2-29-23082700000075-03-137
1041. 02-04-78--2-29-23082700000075-03-138
1042. 02-04-78--2-29-23082700000075-03-139
1043. 02-04-78--2-29-23082700000075-03-140
1044. 02-04-78--2-29-23082700000075-03-141
1045. 02-04-78--2-29-23082700000075-03-142
1046. 02-04-78--2-29-23082700000075-03-143
1047. 02-04-78--2-29-23082700000075-03-144
1048. 02-04-78--2-29-23082700000075-03-145
1049. 02-04-78--2-29-23082700000075-03-146
1050. 02-04-78--2-29-23082700000075-03-147
1051. 02-04-78--2-29-23082700000075-03-148
1052. 02-04-78--2-29-23082700000075-03-15
1053. 02-04-78--2-29-23082700000075-03-150
1054. 02-04-78--2-29-23082700000075-03-151
1055. 02-04-78--2-29-23082700000075-03-152
1056. 02-04-78--2-29-23082700000075-03-153
1057. 02-04-78--2-29-23082700000075-03-154
1058. 02-04-78--2-29-23082700000075-03-155
1059. 02-04-78--2-29-23082700000075-03-158
1060. 02-04-78--2-29-23082700000075-03-159
1061. 02-04-78--2-29-23082700000075-03-160
1062. 02-04-78--2-29-23082700000075-03-161
1063. 02-04-78--2-29-23082700000075-03-162
1064. 02-04-78--2-29-23082700000075-03-163
1065. 02-04-78--2-29-23082700000075-03-164
1066. 02-04-78--2-29-23082700000075-03-165
1067. 02-04-78--2-29-23082700000075-03-166
1068. 02-04-78--2-29-23082700000075-03-167
1069. 02-04-78--2-29-23082700000075-03-168
1070. 02-04-78--2-29-23082700000075-03-169
1071. 02-04-78--2-29-23082700000075-03-170
1072. 02-04-78--2-29-23082700000075-03-172
1073. 02-04-78--2-29-23082700000075-03-173
1074. 02-04-78--2-29-23082700000075-03-174
1075. 02-04-78--2-29-23082700000075-03-175
1076. 02-04-78--2-29-23082700000075-03-176
1077. 02-04-78--2-29-23082700000075-03-177
1078. 02-04-78--2-29-23082700000075-03-18
1079. 02-04-78--2-29-23082700000075-03-183
1080. 02-04-78--2-29-23082700000075-03-187
1081. 02-04-78--2-29-23082700000075-03-188
1082. 02-04-78--2-29-23082700000075-03-19
1083. 02-04-78--2-29-23082700000075-03-193
1084. 02-04-78--2-29-23082700000075-03-194
1085. 02-04-78--2-29-23082700000075-03-2
1086. 02-04-78--2-29-23082700000075-03-22
1087. 02-04-78--2-29-23082700000075-03-23
1088. 02-04-78--2-29-23082700000075-03-28
1089. 02-04-78--2-29-23082700000075-03-3
1090. 02-04-78--2-29-23082700000075-03-31
1091. 02-04-78--2-29-23082700000075-03-32
1092. 02-04-78--2-29-23082700000075-03-33
1093. 02-04-78--2-29-23082700000075-03-4
1094. 02-04-78--2-29-23082700000075-03-5
1095. 02-04-78--2-29-23082700000075-03-6
1096. 02-04-78--2-29-23082700000075-03-68
1097. 02-04-78--2-29-23082700000075-03-7
1098. 02-04-78--2-29-23082700000075-03-8
1099. 02-04-78--2-29-23082700000075-03-86
1100. 02-04-78--2-29-23082700000075-03-88
1101. 02-04-78--2-29-23082700000075-03-89
1102. 02-04-78--2-29-23082700000075-03-90
1103. 02-04-78--2-29-23082700000075-03-91
1104. 02-04-78--2-29-23082700000075-03-92
1105. 02-04-78--2-29-23082700000075-03-93
1106. 02-04-78--2-29-23082700000075-03-94
1107. 02-04-78--2-29-23082700000075-03-95
1108. 02-04-78--2-29-23082700000075-03-96
1109. 02-04-78--2-29-23082700000075-03-98
1110. 02-05-83--1-25-23101300000058-03-139
1111. 02-05-83--1-25-23101300000058-03-160
1112. 02-05-83--1-25-23101300000058-03-169
1113. 02-05-83--1-25-23101300000058-03-176
1114. 02-05-83--1-25-23101300000058-03-184
1115. 02-05-83--1-25-23101300000058-03-185
1116. 02-05-83--1-25-23101300000058-03-187
1117. 02-05-83--1-25-23101300000058-03-195
1118. 02-05-83--1-25-23101300000058-03-196
1119. 02-05-83--1-25-23101300000058-03-197
1120. 02-05-83--1-25-23101300000058-03-198
1121. 02-05-83--1-25-23101300000058-03-204
1122. 02-05-83--1-25-23101300000058-03-36
1123. 02-05-83--1-25-23101300000058-03-37
1124. 02-05-83--1-25-23101300000058-03-38
1125. 02-05-83--1-25-23101300000058-03-39
1126. 02-05-83--1-25-23101300000058-03-47
1127. 02-05-83--1-25-23101300000058-03-59
1128. 02-05-83--1-25-23101300000058-03-64
1129. 02-05-83--1-25-23101300000058-03-71
1130. 02-05-83--1-25-23101300000058-03-79
1131. 02-05-83--1-25-23101300000058-03-80
1132. 02-05-83--1-32-23101400000035-03-103
1133. 02-05-83--1-32-23101400000035-03-107
1134. 02-05-83--1-32-23101400000035-03-108
1135. 02-05-83--1-32-23101400000035-03-113
1136. 02-05-83--1-32-23101400000035-03-114
1137. 02-05-83--1-32-23101400000035-03-115
1138. 02-05-83--1-32-23101400000035-03-116
1139. 02-05-83--1-32-23101400000035-03-117
1140. 02-05-83--1-32-23101400000035-03-118
1141. 02-05-83--1-32-23101400000035-03-119
1142. 02-05-83--1-32-23101400000035-03-12
1143. 02-05-83--1-32-23101400000035-03-120
1144. 02-05-83--1-32-23101400000035-03-121
1145. 02-05-83--1-32-23101400000035-03-122
1146. 02-05-83--1-32-23101400000035-03-123
1147. 02-05-83--1-32-23101400000035-03-131
1148. 02-05-83--1-32-23101400000035-03-133
1149. 02-05-83--1-32-23101400000035-03-134
1150. 02-05-83--1-32-23101400000035-03-135
1151. 02-05-83--1-32-23101400000035-03-136
1152. 02-05-83--1-32-23101400000035-03-137
1153. 02-05-83--1-32-23101400000035-03-138
1154. 02-05-83--1-32-23101400000035-03-140
1155. 02-05-83--1-32-23101400000035-03-143
1156. 02-05-83--1-32-23101400000035-03-144
1157. 02-05-83--1-32-23101400000035-03-145
1158. 02-05-83--1-32-23101400000035-03-146
1159. 02-05-83--1-32-23101400000035-03-147
