오분류 패턴: Engaged(Calm) → Engaged(Interest)
케이스 수: 3167개
비율: 2.30%
 580. 02-04-78--2-21-23090800000046-02-161
 581. 02-04-78--2-21-23090800000046-02-17
 582. 02-04-78--2-21-23090800000046-02-187
 583. 02-04-78--2-21-23090800000046-02-193
 584. 02-04-78--2-21-23090800000046-02-194
 585. 02-04-78--2-21-23090800000046-02-195
 586. 02-04-78--2-21-23090800000046-02-196
 587. 02-04-78--2-21-23090800000046-02-198
 588. 02-04-78--2-21-23090800000046-02-2
 589. 02-04-78--2-21-23090800000046-02-206
 590. 02-04-78--2-21-23090800000046-02-219
 591. 02-04-78--2-21-23090800000046-02-220
 592. 02-04-78--2-21-23090800000046-02-221
 593. 02-04-78--2-21-23090800000046-02-3
 594. 02-04-78--2-21-23090800000046-02-4
 595. 02-04-78--2-21-23090800000046-02-41
 596. 02-04-78--2-21-23090800000046-02-5
 597. 02-04-78--2-21-23090800000046-02-64
 598. 02-04-78--2-21-23090800000046-02-65
 599. 02-04-78--2-21-23090800000046-02-67
 600. 02-04-78--2-21-23090800000046-02-68
 601. 02-04-78--2-21-23090800000046-02-69
 602. 02-04-78--2-21-23090800000046-02-7
 603. 02-04-78--2-21-23090800000046-02-70
 604. 02-04-78--2-21-23090800000046-02-71
 605. 02-04-78--2-21-23090800000046-02-72
 606. 02-04-78--2-21-23090800000046-02-73
 607. 02-04-78--2-21-23090800000046-02-74
 608. 02-04-78--2-21-23090800000046-02-8
 609. 02-04-78--2-21-23090800000046-02-82
 610. 02-04-78--2-21-23090800000046-02-87
 611. 02-04-78--2-21-23090800000046-02-90
 612. 02-04-78--2-21-23090800000046-02-98
 613. 02-04-78--2-21-23090800000046-02-99
 614. 02-04-78--2-22-23091300000029-02-135
 615. 02-04-78--2-22-23091300000029-02-138
 616. 02-04-78--2-22-23091300000029-02-17
 617. 02-04-78--2-22-23091300000029-02-172
 618. 02-04-78--2-22-23091300000029-02-184
 619. 02-04-78--2-22-23091300000029-02-193
 620. 02-04-78--2-22-23091300000029-02-206
 621. 02-04-78--2-22-23091300000029-02-209
 622. 02-04-78--2-22-23091300000029-02-37
 623. 02-04-78--2-22-23091300000029-02-50
 624. 02-04-78--2-22-23091300000029-02-59
 625. 02-04-78--2-22-23091300000029-02-71
 626. 02-04-78--2-22-23091500000044-02-3
 627. 02-04-78--2-22-23091500000044-02-7
 628. 02-04-78--2-22-23092200000018-02-18
 629. 02-04-78--2-23-23092200000040-02-105
 630. 02-04-78--2-23-23101300000048-02-11
 631. 02-04-78--2-23-23101300000048-02-111
 632. 02-04-78--2-23-23101300000048-02-133
 633. 02-04-78--2-23-23101300000048-02-14
 634. 02-04-78--2-23-23101300000048-02-144
 635. 02-04-78--2-23-23101300000048-02-25
 636. 02-04-78--2-23-23101300000048-02-28
 637. 02-04-78--2-23-23101300000048-02-29
 638. 02-04-78--2-23-23101300000048-02-30
 639. 02-04-78--2-23-23101300000048-02-31
 640. 02-04-78--2-23-23101300000048-02-32
 641. 02-04-78--2-23-23101300000048-02-34
 642. 02-04-78--2-23-23101300000048-02-45
 643. 02-04-78--2-23-23101300000048-02-47
 644. 02-04-78--2-23-23101300000048-02-48
 645. 02-04-78--2-23-23101300000048-02-50
 646. 02-04-78--2-23-23101300000048-02-51
 647. 02-04-78--2-23-23101300000048-02-55
 648. 02-04-78--2-23-23101300000048-02-56
 649. 02-04-78--2-23-23101300000048-02-57
 650. 02-04-78--2-23-23101300000048-02-58
 651. 02-04-78--2-23-23101300000048-02-61
 652. 02-04-78--2-23-23101300000048-02-63
 653. 02-04-78--2-23-23101500000012-02-125
 654. 02-04-78--2-23-23101500000012-02-13
 655. 02-04-78--2-23-23101500000012-02-156
 656. 02-04-78--2-23-23101500000012-02-16
 657. 02-04-78--2-23-23101500000012-02-163
 658. 02-04-78--2-23-23101500000012-02-167
 659. 02-04-78--2-23-23101500000012-02-34
 660. 02-04-78--2-23-23101500000012-02-59
 661. 02-04-78--2-24-23090600000055-02-150
 662. 02-04-78--2-24-23090600000055-02-70
 663. 02-04-78--2-24-23091300000054-02-10
 664. 02-04-78--2-24-23091300000054-02-11
 665. 02-04-78--2-24-23091300000054-02-122
 666. 02-04-78--2-24-23091300000054-02-123
 667. 02-04-78--2-24-23091300000054-02-124
 668. 02-04-78--2-24-23091300000054-02-125
 669. 02-04-78--2-24-23091300000054-02-126
 670. 02-04-78--2-24-23091300000054-02-127
 671. 02-04-78--2-24-23091300000054-02-130
 672. 02-04-78--2-24-23091300000054-02-131
 673. 02-04-78--2-24-23091300000054-02-132
 674. 02-04-78--2-24-23091300000054-02-133
 675. 02-04-78--2-24-23091300000054-02-134
 676. 02-04-78--2-24-23091300000054-02-140
 677. 02-04-78--2-24-23091300000054-02-142
 678. 02-04-78--2-24-23091300000054-02-147
 679. 02-04-78--2-24-23091300000054-02-148
 680. 02-04-78--2-24-23091300000054-02-16
 681. 02-04-78--2-24-23091300000054-02-160
 682. 02-04-78--2-24-23091300000054-02-163
 683. 02-04-78--2-24-23091300000054-02-169
 684. 02-04-78--2-24-23091300000054-02-17
 685. 02-04-78--2-24-23091300000054-02-172
 686. 02-04-78--2-24-23091300000054-02-18
 687. 02-04-78--2-24-23091300000054-02-184
 688. 02-04-78--2-24-23091300000054-02-185
 689. 02-04-78--2-24-23091300000054-02-187
 690. 02-04-78--2-24-23091300000054-02-188
 691. 02-04-78--2-24-23091300000054-02-189
 692. 02-04-78--2-24-23091300000054-02-191
 693. 02-04-78--2-24-23091300000054-02-194
 694. 02-04-78--2-24-23091300000054-02-195
 695. 02-04-78--2-24-23091300000054-02-20
 696. 02-04-78--2-24-23091300000054-02-21
 697. 02-04-78--2-24-23091300000054-02-22
 698. 02-04-78--2-24-23091300000054-02-23
 699. 02-04-78--2-24-23091300000054-02-62
 700. 02-04-78--2-24-23091300000054-02-74
 701. 02-04-78--2-24-23091300000054-02-77
 702. 02-04-78--2-24-23091300000054-02-8
 703. 02-04-78--2-24-23091300000054-02-85
 704. 02-04-78--2-24-23091300000054-02-86
 705. 02-04-78--2-24-23091300000054-02-87
 706. 02-04-78--2-24-23091300000054-02-88
 707. 02-04-78--2-24-23091300000054-02-95
 708. 02-04-78--2-29-23082700000075-02-0
 709. 02-04-78--2-29-23082700000075-02-1
 710. 02-04-78--2-29-23082700000075-02-100
 711. 02-04-78--2-29-23082700000075-02-101
 712. 02-04-78--2-29-23082700000075-02-102
 713. 02-04-78--2-29-23082700000075-02-103
 714. 02-04-78--2-29-23082700000075-02-104
 715. 02-04-78--2-29-23082700000075-02-105
 716. 02-04-78--2-29-23082700000075-02-106
 717. 02-04-78--2-29-23082700000075-02-107
 718. 02-04-78--2-29-23082700000075-02-108
 719. 02-04-78--2-29-23082700000075-02-109
 720. 02-04-78--2-29-23082700000075-02-11
 721. 02-04-78--2-29-23082700000075-02-110
 722. 02-04-78--2-29-23082700000075-02-111
 723. 02-04-78--2-29-23082700000075-02-112
 724. 02-04-78--2-29-23082700000075-02-113
 725. 02-04-78--2-29-23082700000075-02-114
 726. 02-04-78--2-29-23082700000075-02-115
 727. 02-04-78--2-29-23082700000075-02-116
 728. 02-04-78--2-29-23082700000075-02-117
 729. 02-04-78--2-29-23082700000075-02-118
 730. 02-04-78--2-29-23082700000075-02-119
 731. 02-04-78--2-29-23082700000075-02-120
 732. 02-04-78--2-29-23082700000075-02-121
 733. 02-04-78--2-29-23082700000075-02-122
 734. 02-04-78--2-29-23082700000075-02-123
 735. 02-04-78--2-29-23082700000075-02-124
 736. 02-04-78--2-29-23082700000075-02-125
 737. 02-04-78--2-29-23082700000075-02-126
 738. 02-04-78--2-29-23082700000075-02-127
 739. 02-04-78--2-29-23082700000075-02-128
 740. 02-04-78--2-29-23082700000075-02-129
 741. 02-04-78--2-29-23082700000075-02-13
 742. 02-04-78--2-29-23082700000075-02-130
 743. 02-04-78--2-29-23082700000075-02-131
 744. 02-04-78--2-29-23082700000075-02-132
 745. 02-04-78--2-29-23082700000075-02-133
 746. 02-04-78--2-29-23082700000075-02-134
 747. 02-04-78--2-29-23082700000075-02-135
 748. 02-04-78--2-29-23082700000075-02-136
 749. 02-04-78--2-29-23082700000075-02-137
 750. 02-04-78--2-29-23082700000075-02-138
 751. 02-04-78--2-29-23082700000075-02-139
 752. 02-04-78--2-29-23082700000075-02-14
 753. 02-04-78--2-29-23082700000075-02-140
 754. 02-04-78--2-29-23082700000075-02-141
 755. 02-04-78--2-29-23082700000075-02-142
 756. 02-04-78--2-29-23082700000075-02-143
 757. 02-04-78--2-29-23082700000075-02-144
 758. 02-04-78--2-29-23082700000075-02-145
 759. 02-04-78--2-29-23082700000075-02-146
 760. 02-04-78--2-29-23082700000075-02-147
 761. 02-04-78--2-29-23082700000075-02-148
 762. 02-04-78--2-29-23082700000075-02-149
 763. 02-04-78--2-29-23082700000075-02-15
 764. 02-04-78--2-29-23082700000075-02-151
 765. 02-04-78--2-29-23082700000075-02-155
 766. 02-04-78--2-29-23082700000075-02-156
 767. 02-04-78--2-29-23082700000075-02-158
 768. 02-04-78--2-29-23082700000075-02-159
 769. 02-04-78--2-29-23082700000075-02-16
 770. 02-04-78--2-29-23082700000075-02-160
 771. 02-04-78--2-29-23082700000075-02-161
 772. 02-04-78--2-29-23082700000075-02-162
 773. 02-04-78--2-29-23082700000075-02-163
 774. 02-04-78--2-29-23082700000075-02-164
 775. 02-04-78--2-29-23082700000075-02-165
 776. 02-04-78--2-29-23082700000075-02-166
 777. 02-04-78--2-29-23082700000075-02-167
 778. 02-04-78--2-29-23082700000075-02-168
 779. 02-04-78--2-29-23082700000075-02-169
 780. 02-04-78--2-29-23082700000075-02-17
 781. 02-04-78--2-29-23082700000075-02-170
 782. 02-04-78--2-29-23082700000075-02-171
 783. 02-04-78--2-29-23082700000075-02-172
 784. 02-04-78--2-29-23082700000075-02-173
 785. 02-04-78--2-29-23082700000075-02-175
 786. 02-04-78--2-29-23082700000075-02-176
 787. 02-04-78--2-29-23082700000075-02-177
 788. 02-04-78--2-29-23082700000075-02-180
 789. 02-04-78--2-29-23082700000075-02-185
 790. 02-04-78--2-29-23082700000075-02-186
 791. 02-04-78--2-29-23082700000075-02-190
 792. 02-04-78--2-29-23082700000075-02-193
 793. 02-04-78--2-29-23082700000075-02-199
 794. 02-04-78--2-29-23082700000075-02-2
 795. 02-04-78--2-29-23082700000075-02-200
 796. 02-04-78--2-29-23082700000075-02-201
 797. 02-04-78--2-29-23082700000075-02-202
 798. 02-04-78--2-29-23082700000075-02-203
 799. 02-04-78--2-29-23082700000075-02-21
 800. 02-04-78--2-29-23082700000075-02-211
 801. 02-04-78--2-29-23082700000075-02-212
 802. 02-04-78--2-29-23082700000075-02-213
 803. 02-04-78--2-29-23082700000075-02-214
 804. 02-04-78--2-29-23082700000075-02-216
 805. 02-04-78--2-29-23082700000075-02-218
 806. 02-04-78--2-29-23082700000075-02-219
 807. 02-04-78--2-29-23082700000075-02-22
 808. 02-04-78--2-29-23082700000075-02-220
 809. 02-04-78--2-29-23082700000075-02-221
 810. 02-04-78--2-29-23082700000075-02-222
 811. 02-04-78--2-29-23082700000075-02-23
 812. 02-04-78--2-29-23082700000075-02-24
 813. 02-04-78--2-29-23082700000075-02-25
 814. 02-04-78--2-29-23082700000075-02-27
 815. 02-04-78--2-29-23082700000075-02-28
 816. 02-04-78--2-29-23082700000075-02-29
 817. 02-04-78--2-29-23082700000075-02-3
 818. 02-04-78--2-29-23082700000075-02-30
 819. 02-04-78--2-29-23082700000075-02-31
 820. 02-04-78--2-29-23082700000075-02-32
 821. 02-04-78--2-29-23082700000075-02-33
 822. 02-04-78--2-29-23082700000075-02-34
 823. 02-04-78--2-29-23082700000075-02-35
 824. 02-04-78--2-29-23082700000075-02-36
 825. 02-04-78--2-29-23082700000075-02-37
 826. 02-04-78--2-29-23082700000075-02-38
 827. 02-04-78--2-29-23082700000075-02-39
 828. 02-04-78--2-29-23082700000075-02-4
 829. 02-04-78--2-29-23082700000075-02-40
 830. 02-04-78--2-29-23082700000075-02-41
 831. 02-04-78--2-29-23082700000075-02-42
 832. 02-04-78--2-29-23082700000075-02-43
 833. 02-04-78--2-29-23082700000075-02-45
 834. 02-04-78--2-29-23082700000075-02-46
 835. 02-04-78--2-29-23082700000075-02-47
 836. 02-04-78--2-29-23082700000075-02-5
 837. 02-04-78--2-29-23082700000075-02-50
 838. 02-04-78--2-29-23082700000075-02-51
 839. 02-04-78--2-29-23082700000075-02-52
 840. 02-04-78--2-29-23082700000075-02-53
 841. 02-04-78--2-29-23082700000075-02-54
 842. 02-04-78--2-29-23082700000075-02-55
 843. 02-04-78--2-29-23082700000075-02-56
 844. 02-04-78--2-29-23082700000075-02-57
 845. 02-04-78--2-29-23082700000075-02-59
 846. 02-04-78--2-29-23082700000075-02-6
 847. 02-04-78--2-29-23082700000075-02-60
 848. 02-04-78--2-29-23082700000075-02-61
 849. 02-04-78--2-29-23082700000075-02-62
 850. 02-04-78--2-29-23082700000075-02-63
 851. 02-04-78--2-29-23082700000075-02-64
 852. 02-04-78--2-29-23082700000075-02-65
 853. 02-04-78--2-29-23082700000075-02-66
 854. 02-04-78--2-29-23082700000075-02-67
 855. 02-04-78--2-29-23082700000075-02-68
 856. 02-04-78--2-29-23082700000075-02-69
 857. 02-04-78--2-29-23082700000075-02-7
 858. 02-04-78--2-29-23082700000075-02-70
 859. 02-04-78--2-29-23082700000075-02-71
 860. 02-04-78--2-29-23082700000075-02-72
 861. 02-04-78--2-29-23082700000075-02-73
 862. 02-04-78--2-29-23082700000075-02-74
 863. 02-04-78--2-29-23082700000075-02-75
 864. 02-04-78--2-29-23082700000075-02-77
 865. 02-04-78--2-29-23082700000075-02-78
 866. 02-04-78--2-29-23082700000075-02-79
 867. 02-04-78--2-29-23082700000075-02-8
 868. 02-04-78--2-29-23082700000075-02-80
 869. 02-04-78--2-29-23082700000075-02-81
 870. 02-04-78--2-29-23082700000075-02-82
 871. 02-04-78--2-29-23082700000075-02-83
 872. 02-04-78--2-29-23082700000075-02-84
 873. 02-04-78--2-29-23082700000075-02-85
 874. 02-04-78--2-29-23082700000075-02-86
 875. 02-04-78--2-29-23082700000075-02-87
 876. 02-04-78--2-29-23082700000075-02-88
 877. 02-04-78--2-29-23082700000075-02-89
 878. 02-04-78--2-29-23082700000075-02-90
 879. 02-04-78--2-29-23082700000075-02-91
 880. 02-04-78--2-29-23082700000075-02-92
 881. 02-04-78--2-29-23082700000075-02-93
 882. 02-04-78--2-29-23082700000075-02-94
 883. 02-04-78--2-29-23082700000075-02-95
 884. 02-04-78--2-29-23082700000075-02-96
 885. 02-04-78--2-29-23082700000075-02-98
 886. 02-04-78--2-29-23082700000075-02-99
 887. 02-05-83--1-25-23101300000058-02-1
 888. 02-05-83--1-32-23101400000035-02-116
 889. 02-05-83--1-32-23101400000035-02-121
 890. 02-05-83--1-32-23101400000035-02-160
 891. 02-05-83--1-32-23101400000035-02-169
 892. 02-05-83--1-33-23091600000007-02-117
 893. 02-05-83--1-33-23091600000007-02-123
 894. 02-05-83--1-33-23091600000007-02-74
 895. 02-05-83--1-33-23091600000007-02-81
 896. 02-05-83--1-37-23100700000065-02-136
 897. 02-05-83--1-37-23100700000065-02-137
 898. 02-05-83--1-37-23100700000065-02-141
 899. 02-05-83--1-37-23100700000065-02-148
 900. 02-05-83--1-37-23100700000065-02-156
 901. 02-05-83--1-37-23100700000065-02-160
 902. 02-05-83--1-37-23100700000065-02-27
 903. 02-05-83--1-37-23100700000065-02-43
 904. 02-05-83--1-38-23101300000005-02-0
 905. 02-05-83--1-38-23101300000005-02-1
 906. 02-05-83--1-38-23101300000005-02-10
 907. 02-05-83--1-38-23101300000005-02-100
 908. 02-05-83--1-38-23101300000005-02-101
 909. 02-05-83--1-38-23101300000005-02-102
 910. 02-05-83--1-38-23101300000005-02-103
 911. 02-05-83--1-38-23101300000005-02-104
 912. 02-05-83--1-38-23101300000005-02-105
 913. 02-05-83--1-38-23101300000005-02-106
 914. 02-05-83--1-38-23101300000005-02-107
 915. 02-05-83--1-38-23101300000005-02-108
 916. 02-05-83--1-38-23101300000005-02-11
 917. 02-05-83--1-38-23101300000005-02-114
 918. 02-05-83--1-38-23101300000005-02-115
 919. 02-05-83--1-38-23101300000005-02-118
 920. 02-05-83--1-38-23101300000005-02-119
 921. 02-05-83--1-38-23101300000005-02-12
 922. 02-05-83--1-38-23101300000005-02-120
 923. 02-05-83--1-38-23101300000005-02-121
 924. 02-05-83--1-38-23101300000005-02-125
 925. 02-05-83--1-38-23101300000005-02-126
 926. 02-05-83--1-38-23101300000005-02-127
 927. 02-05-83--1-38-23101300000005-02-128
 928. 02-05-83--1-38-23101300000005-02-129
 929. 02-05-83--1-38-23101300000005-02-13
 930. 02-05-83--1-38-23101300000005-02-130
 931. 02-05-83--1-38-23101300000005-02-134
 932. 02-05-83--1-38-23101300000005-02-135
 933. 02-05-83--1-38-23101300000005-02-136
 934. 02-05-83--1-38-23101300000005-02-137
 935. 02-05-83--1-38-23101300000005-02-138
 936. 02-05-83--1-38-23101300000005-02-139
 937. 02-05-83--1-38-23101300000005-02-14
 938. 02-05-83--1-38-23101300000005-02-140
 939. 02-05-83--1-38-23101300000005-02-141
 940. 02-05-83--1-38-23101300000005-02-145
 941. 02-05-83--1-38-23101300000005-02-146
 942. 02-05-83--1-38-23101300000005-02-147
 943. 02-05-83--1-38-23101300000005-02-148
 944. 02-05-83--1-38-23101300000005-02-149
 945. 02-05-83--1-38-23101300000005-02-15
 946. 02-05-83--1-38-23101300000005-02-150
 947. 02-05-83--1-38-23101300000005-02-151
 948. 02-05-83--1-38-23101300000005-02-152
 949. 02-05-83--1-38-23101300000005-02-153
 950. 02-05-83--1-38-23101300000005-02-154
 951. 02-05-83--1-38-23101300000005-02-155
 952. 02-05-83--1-38-23101300000005-02-158
 953. 02-05-83--1-38-23101300000005-02-159
 954. 02-05-83--1-38-23101300000005-02-16
 955. 02-05-83--1-38-23101300000005-02-160
 956. 02-05-83--1-38-23101300000005-02-161
 957. 02-05-83--1-38-23101300000005-02-162
 958. 02-05-83--1-38-23101300000005-02-163
 959. 02-05-83--1-38-23101300000005-02-164
 960. 02-05-83--1-38-23101300000005-02-165
 961. 02-05-83--1-38-23101300000005-02-166
 962. 02-05-83--1-38-23101300000005-02-167
 963. 02-05-83--1-38-23101300000005-02-168
 964. 02-05-83--1-38-23101300000005-02-169
 965. 02-05-83--1-38-23101300000005-02-17
 966. 02-05-83--1-38-23101300000005-02-170
 967. 02-05-83--1-38-23101300000005-02-171
 968. 02-05-83--1-38-23101300000005-02-172
 969. 02-05-83--1-38-23101300000005-02-173
 970. 02-05-83--1-38-23101300000005-02-174
 971. 02-05-83--1-38-23101300000005-02-176
 972. 02-05-83--1-38-23101300000005-02-178
 973. 02-05-83--1-38-23101300000005-02-179
 974. 02-05-83--1-38-23101300000005-02-18
 975. 02-05-83--1-38-23101300000005-02-181
 976. 02-05-83--1-38-23101300000005-02-183
 977. 02-05-83--1-38-23101300000005-02-184
 978. 02-05-83--1-38-23101300000005-02-185
 979. 02-05-83--1-38-23101300000005-02-186
 980. 02-05-83--1-38-23101300000005-02-187
 981. 02-05-83--1-38-23101300000005-02-188
 982. 02-05-83--1-38-23101300000005-02-189
 983. 02-05-83--1-38-23101300000005-02-19
 984. 02-05-83--1-38-23101300000005-02-190
 985. 02-05-83--1-38-23101300000005-02-191
 986. 02-05-83--1-38-23101300000005-02-192
 987. 02-05-83--1-38-23101300000005-02-195
 988. 02-05-83--1-38-23101300000005-02-196
 989. 02-05-83--1-38-23101300000005-02-197
 990. 02-05-83--1-38-23101300000005-02-198
 991. 02-05-83--1-38-23101300000005-02-199
 992. 02-05-83--1-38-23101300000005-02-20
 993. 02-05-83--1-38-23101300000005-02-200
 994. 02-05-83--1-38-23101300000005-02-202
 995. 02-05-83--1-38-23101300000005-02-203
 996. 02-05-83--1-38-23101300000005-02-204
 997. 02-05-83--1-38-23101300000005-02-206
 998. 02-05-83--1-38-23101300000005-02-207
 999. 02-05-83--1-38-23101300000005-02-208
1000. 02-05-83--1-38-23101300000005-02-209
1001. 02-05-83--1-38-23101300000005-02-21
1002. 02-05-83--1-38-23101300000005-02-213
1003. 02-05-83--1-38-23101300000005-02-215
1004. 02-05-83--1-38-23101300000005-02-216
1005. 02-05-83--1-38-23101300000005-02-217
1006. 02-05-83--1-38-23101300000005-02-218
1007. 02-05-83--1-38-23101300000005-02-219
1008. 02-05-83--1-38-23101300000005-02-22
1009. 02-05-83--1-38-23101300000005-02-23
1010. 02-05-83--1-38-23101300000005-02-24
1011. 02-05-83--1-38-23101300000005-02-25
1012. 02-05-83--1-38-23101300000005-02-26
1013. 02-05-83--1-38-23101300000005-02-27
1014. 02-05-83--1-38-23101300000005-02-28
1015. 02-05-83--1-38-23101300000005-02-29
1016. 02-05-83--1-38-23101300000005-02-30
1017. 02-05-83--1-38-23101300000005-02-33
1018. 02-05-83--1-38-23101300000005-02-36
1019. 02-05-83--1-38-23101300000005-02-37
1020. 02-05-83--1-38-23101300000005-02-38
1021. 02-05-83--1-38-23101300000005-02-40
1022. 02-05-83--1-38-23101300000005-02-41
1023. 02-05-83--1-38-23101300000005-02-42
1024. 02-05-83--1-38-23101300000005-02-44
1025. 02-05-83--1-38-23101300000005-02-45
1026. 02-05-83--1-38-23101300000005-02-46
1027. 02-05-83--1-38-23101300000005-02-47
1028. 02-05-83--1-38-23101300000005-02-49
1029. 02-05-83--1-38-23101300000005-02-5
1030. 02-05-83--1-38-23101300000005-02-50
1031. 02-05-83--1-38-23101300000005-02-51
1032. 02-05-83--1-38-23101300000005-02-52
1033. 02-05-83--1-38-23101300000005-02-53
1034. 02-05-83--1-38-23101300000005-02-54
1035. 02-05-83--1-38-23101300000005-02-55
1036. 02-05-83--1-38-23101300000005-02-58
1037. 02-05-83--1-38-23101300000005-02-59
1038. 02-05-83--1-38-23101300000005-02-6
1039. 02-05-83--1-38-23101300000005-02-60
1040. 02-05-83--1-38-23101300000005-02-61
1041. 02-05-83--1-38-23101300000005-02-62
1042. 02-05-83--1-38-23101300000005-02-63
1043. 02-05-83--1-38-23101300000005-02-64
1044. 02-05-83--1-38-23101300000005-02-65
1045. 02-05-83--1-38-23101300000005-02-66
1046. 02-05-83--1-38-23101300000005-02-67
1047. 02-05-83--1-38-23101300000005-02-68
1048. 02-05-83--1-38-23101300000005-02-69
1049. 02-05-83--1-38-23101300000005-02-7
1050. 02-05-83--1-38-23101300000005-02-70
1051. 02-05-83--1-38-23101300000005-02-71
1052. 02-05-83--1-38-23101300000005-02-75
1053. 02-05-83--1-38-23101300000005-02-76
1054. 02-05-83--1-38-23101300000005-02-77
1055. 02-05-83--1-38-23101300000005-02-78
1056. 02-05-83--1-38-23101300000005-02-79
1057. 02-05-83--1-38-23101300000005-02-8
1058. 02-05-83--1-38-23101300000005-02-80
1059. 02-05-83--1-38-23101300000005-02-81
1060. 02-05-83--1-38-23101300000005-02-82
1061. 02-05-83--1-38-23101300000005-02-83
1062. 02-05-83--1-38-23101300000005-02-89
1063. 02-05-83--1-38-23101300000005-02-91
1064. 02-05-83--1-38-23101300000005-02-92
1065. 02-05-83--1-38-23101300000005-02-94
1066. 02-05-83--1-38-23101300000005-02-95
1067. 02-05-83--1-38-23101300000005-02-96
1068. 02-05-83--1-38-23101300000005-02-97
1069. 02-05-83--1-38-23101300000005-02-98
1070. 02-05-83--1-38-23101300000005-02-99
1071. 02-05-83--1-39-23100400000004-02-15
1072. 02-05-83--1-39-23100400000004-02-41
1073. 02-05-83--1-39-23100400000004-02-49
1074. 02-05-83--1-39-23100400000004-02-50
1075. 02-05-83--1-39-23100400000004-02-51
1076. 02-05-83--1-39-23100400000004-02-52
1077. 02-05-83--1-39-23100400000004-02-53
1078. 02-05-83--1-39-23100400000004-02-9
1079. 02-05-83--1-44-23100400000018-02-100
1080. 02-05-83--1-44-23100400000018-02-72
1081. 02-05-83--1-44-23100400000018-02-95
1082. 02-05-83--1-44-23100400000018-02-97
1083. 02-05-83--1-53-23091600000014-02-0
1084. 02-05-83--1-53-23091600000014-02-1
1085. 02-05-83--1-53-23091600000014-02-10
1086. 02-05-83--1-53-23091600000014-02-100
1087. 02-05-83--1-53-23091600000014-02-101
1088. 02-05-83--1-53-23091600000014-02-102
1089. 02-05-83--1-53-23091600000014-02-103
1090. 02-05-83--1-53-23091600000014-02-104
1091. 02-05-83--1-53-23091600000014-02-105
1092. 02-05-83--1-53-23091600000014-02-106
1093. 02-05-83--1-53-23091600000014-02-107
1094. 02-05-83--1-53-23091600000014-02-108
1095. 02-05-83--1-53-23091600000014-02-109
1096. 02-05-83--1-53-23091600000014-02-11
1097. 02-05-83--1-53-23091600000014-02-110
1098. 02-05-83--1-53-23091600000014-02-111
1099. 02-05-83--1-53-23091600000014-02-112
1100. 02-05-83--1-53-23091600000014-02-113
1101. 02-05-83--1-53-23091600000014-02-114
1102. 02-05-83--1-53-23091600000014-02-115
1103. 02-05-83--1-53-23091600000014-02-116
1104. 02-05-83--1-53-23091600000014-02-117
1105. 02-05-83--1-53-23091600000014-02-119
1106. 02-05-83--1-53-23091600000014-02-12
1107. 02-05-83--1-53-23091600000014-02-120
1108. 02-05-83--1-53-23091600000014-02-121
1109. 02-05-83--1-53-23091600000014-02-122
1110. 02-05-83--1-53-23091600000014-02-123
1111. 02-05-83--1-53-23091600000014-02-124
1112. 02-05-83--1-53-23091600000014-02-125
1113. 02-05-83--1-53-23091600000014-02-127
1114. 02-05-83--1-53-23091600000014-02-128
1115. 02-05-83--1-53-23091600000014-02-129
1116. 02-05-83--1-53-23091600000014-02-13
1117. 02-05-83--1-53-23091600000014-02-130
1118. 02-05-83--1-53-23091600000014-02-131
1119. 02-05-83--1-53-23091600000014-02-132
1120. 02-05-83--1-53-23091600000014-02-133
1121. 02-05-83--1-53-23091600000014-02-134
1122. 02-05-83--1-53-23091600000014-02-135
1123. 02-05-83--1-53-23091600000014-02-136
1124. 02-05-83--1-53-23091600000014-02-137
1125. 02-05-83--1-53-23091600000014-02-138
1126. 02-05-83--1-53-23091600000014-02-139
1127. 02-05-83--1-53-23091600000014-02-14
1128. 02-05-83--1-53-23091600000014-02-140
1129. 02-05-83--1-53-23091600000014-02-141
1130. 02-05-83--1-53-23091600000014-02-142
1131. 02-05-83--1-53-23091600000014-02-143
1132. 02-05-83--1-53-23091600000014-02-144
1133. 02-05-83--1-53-23091600000014-02-145
1134. 02-05-83--1-53-23091600000014-02-146
1135. 02-05-83--1-53-23091600000014-02-147
1136. 02-05-83--1-53-23091600000014-02-148
1137. 02-05-83--1-53-23091600000014-02-149
1138. 02-05-83--1-53-23091600000014-02-15
1139. 02-05-83--1-53-23091600000014-02-150
1140. 02-05-83--1-53-23091600000014-02-153
1141. 02-05-83--1-53-23091600000014-02-156
1142. 02-05-83--1-53-23091600000014-02-157
1143. 02-05-83--1-53-23091600000014-02-158
1144. 02-05-83--1-53-23091600000014-02-159
1145. 02-05-83--1-53-23091600000014-02-16
1146. 02-05-83--1-53-23091600000014-02-160
1147. 02-05-83--1-53-23091600000014-02-161
1148. 02-05-83--1-53-23091600000014-02-162
1149. 02-05-83--1-53-23091600000014-02-163
1150. 02-05-83--1-53-23091600000014-02-164
1151. 02-05-83--1-53-23091600000014-02-165
1152. 02-05-83--1-53-23091600000014-02-166
1153. 02-05-83--1-53-23091600000014-02-167
1154. 02-05-83--1-53-23091600000014-02-168
1155. 02-05-83--1-53-23091600000014-02-169
1156. 02-05-83--1-53-23091600000014-02-17
1157. 02-05-83--1-53-23091600000014-02-170
1158. 02-05-83--1-53-23091600000014-02-171
1159. 02-05-83--1-53-23091600000014-02-172
1160. 02-05-83--1-53-23091600000014-02-173
